"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","dataset","first_seen","last_seen","last_change"
"plmswia-osoby-markevich-vasil","Person","Vasil MARKEVICH","","1958-04-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-markevych-aliaksandr","Person","Aliaksandr MARKEVYCH","","1968-05-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-markhel-mikhail","Person","Mikhail MARKHEL","","1966-03-10","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-martynau-ihar","Person","Ihar MARTYNAU","","1965-12-26","","","","2023-05-31","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-martynov-daniil-vasilevich","Person","Daniil Vasilevich MARTYNOV","","1983-03-19","","","","2022-10-27","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-marzaliuk-ihar","Person","Ihar MARZALIUK","","1968-09-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-maseikau-aliaksandr","Person","Aliaksandr MASEIKAU","","1971-07-26","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mashkarau-aliaksandr","Person","Aliaksandr MASHKARAU","","1963-06-14","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mashketau-yury","Person","Yury MASHKETAU","","1988-05-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-matsveyeu-uladzimir","Person","Uladzimir MATSVEYEU","","1964-08-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-matyl-tatsiana","Person","Tatsiana MATYL","","1968-01-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mazheika-zhana","Person","Zhana MAZHEIKA","","1970-03-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mazurau-siarhei","Person","Siarhei MAZURAU","","1985-03-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-melniczenko-andriej","Person","Andriej MELNICZENKO","","1972-03-08","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mikhaliuk-pavel","Person","Pavel MIKHALIUK","","1983-11-29","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mironchyk-ivanova-nastassia","Person","Nastassia MIRONCHYK-IVANOVA","","1989-04-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mitskevich-valeryi","Person","Valeryi MITSKEVICH","","1964-02-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mlechka-andrei","Person","Andrei MLECHKA","","1988-03-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-molostow-konstantin","Person","Konstantin MOLOSTOW","","1970-05-30","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mordaszow-aleksiej","Person","Aleksiej MORDASZOW","","1965-09-26","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-murashka-katsiaryna","Person","Katsiaryna MURASHKA","","1984-03-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-muryna-yuliya","Person","Yuliya MURYNA","","1979-02-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-narkevich-yuryi","Person","Yuryi NARKEVICH","","1964-02-02","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nasenia-anatol","Person","Anatol NASENIA","","1979-03-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-naumczyk-andrej","Person","Andrej NAUMCZYK","","1982-11-08","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nazaranka-valiantsina","Person","Valiantsina NAZARANKA","","1964-03-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nedasekau-maksim","Person","Maksim NEDASEKAU","","1998-01-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-neviarkevich-liliya","Person","Liliya NEVIARKEVICH","","1972-02-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-niaborskaia-volha","Person","Volha NIABORSKAIA","","1991-02-14","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-niaverau-aliaksei","Person","Aliaksei NIAVERAU","","1973-06-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nieczajew-aleksiej-nechayev-alexy-gennadyevich","Person","Aleksiej NIECZAJEW","Alexy Gennadyevich NECHAYEV;NECHAYEV Alexy Gennadyevich","1966-08-30","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nikalaikin-viktar","Person","Viktar NIKALAIKIN","","1961-09-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nizhevich-liudmila","Person","Liudmila NIZHEVICH","","1964-05-03","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-nuraliev-boris","Person","Boris NURALIEV","","1958-07-18","ru","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pakanechny-pavel","Person","Pavel PAKANECHNY","","1971-06-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-paliakova-iryna","Person","Iryna PALIAKOVA","","1979-03-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-palishchuk-valeryi","Person","Valeryi PALISHCHUK","","1963-10-30","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-palushkina-tatsiana","Person","Tatsiana PALUSHKINA","","1957-02-14","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-panasenka-nataliia","Person","Nataliia PANASENKA","","1970-01-18","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-panasiuk-vasil","Person","Vasil PANASIUK","","1966-02-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pankov-evgeniy","Person","Evgeniy PANKOV","","1972-11-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pantsiukhova-alena","Person","Alena PANTSIUKHOVA","","1972-12-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-papko-pavel","Person","Pavel PAPKO","","1983-09-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-paremski-yaraslau","Person","Yaraslau PAREMSKI","","1976-08-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-partnik-aleh","Person","Aleh PARTNIK","","1959-05-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-partny-mikhail","Person","Mikhail PARTNY","","1964-11-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-patapava-alena","Person","Alena PATAPAVA","","1978-03-27","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-petrashka-maryia","Person","Maryia PETRASHKA","","1996-02-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-petrashova-volha","Person","Volha PETRASHOVA","","1968-12-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-petrov-igor","Person","Igor PETROV","","1969-08-27","","","","2023-01-11","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-piatrouskaya-tatsiana","Person","Tatsiana PIATROUSKAYA","","1983-07-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pihun-aleksandr","Person","Aleksandr PIHUN","","1965-04-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-piskoppel-olga","Person","Olga PISKOPPEL","","1979-06-20","","","","2022-10-29","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-piskun-michail","Person","Michaił PISKUN","","1982-11-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-piskunou-aliaksandr","Person","Aliaksandr PISKUNOU","","1969-01-08","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-podluznaja-liudmila","Person","LIUDMIŁA PODŁUŻNAJA","","1964-06-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-polubenko-oksana","Person","Oksana POLUBENKO","","1974-10-02","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-popov-igor","Person","Igor POPOV","","1958-02-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pratasavitski-ryhor","Person","Ryhor PRATASAVITSKI","","1961-11-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-prauko-mikalay","Person","Mikalay PRAUKO","","1958-12-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-prokopenko-mikhail","Person","Mikhail PROKOPENKO","","1982-08-31","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-protashchik-andrei","Person","Andrei PROTASHCHIK","","1974-03-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pupko-viktoryia","Person","Viktoryia PUPKO","","1980-12-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pustavy-yauheni","Person","Yauheni PUSTAVY","","1984-02-28","","","","2023-05-31","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-pyszkin-andriej","Person","Andriej PYSZKIN","","1977-05-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-raby-valery","Person","Valery RABY","","1980-05-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rachkov-sergei","Person","Sergei RACHKOV","","1960-11-04","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-raczinskij-aleksandr","Person","Aleksandr RACZINSKIJ","","1985-11-29","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ramanau-aleh","Person","Aleh RAMANAU","","1975-08-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-raszidow-timur","Person","Timur RASZIDOW","","1983-03-05","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-razhanets-valiantsina","Person","Valiantsina RAZHANETS","","1964-01-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-reiss-blazej-bernard","Person","Błażej Bernard REISS","","1979-09-06","","","79090613232","2024-09-13","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-repkin-siarhei","Person","Siarhei REPKIN","","1979-01-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rezenkow-dmitrij","Person","Dmitrij REZENKOW","","1972-08-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rudzenka-aliaksandr","Person","Aliaksandr RUDZENKA","","1981-12-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rummo-oleg","Person","Oleg RUMMO","","1970-07-26","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-runets-tatsiana","Person","Tatsiana RUNETS","","1969-06-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rusakovich-andrei","Person","Andrei RUSAKOVICH","","1965-01-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rusy-mikhail","Person","Mikhail RUSY","","1954-11-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rutenka-siarhei","Person","Siarhei RUTENKA","","1981-08-29","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-rybakov-igor","Person","Igor RYBAKOV","","1972-05-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ryneiskaya-iryna","Person","Iryna RYNEISKAYA","","1972-07-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ryzhenkevich-ala","Person","Ala RYZHENKEVICH","","1961-03-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ryzhenkov-maksim","Person","Maksim RYZHENKOV","","1972-06-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-sachkouskaya-iryna","Person","Iryna SACHKOUSKAYA","","1968-10-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-saihanava-tatsiana","Person","Tatsiana SAIHANAVA","","1970-12-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-salkevich-vitaliy","Person","Vitaliy SALKEVICH","","1990-04-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-salouski-siarhei","Person","Siarhei SALOUSKI","","1985-08-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-sarakach-aliaksandr","Person","Aliaksandr SARAKACH","","1963-08-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-saroka-elvira","Person","Elvira SAROKA","","1968-08-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-savanets-volha","Person","Volha SAVANETS","","1977-11-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-savinykh-andrei","Person","Andrei SAVINYKH","","1962-12-21","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-selimau-alim","Person","Alim SELIMAU","","1983-01-26","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-semenyuk-anna","Person","Anna SEMENYUK","","1977-01-22","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-semianchuk-aleh","Person","Aleh SEMIANCHUK","","1958-12-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-semianchuk-aliaksandr","Person","Aliaksandr SEMIANCHUK","","1983-04-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-semianiaka-valiantsin","Person","Valiantsin SEMIANIAKA","","1963-07-10","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-senka-mikalay","Person","Mikalay SENKA","","1972-12-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-serafinovich-katsiaryna","Person","Katsiaryna SERAFINOVICH","","1965-05-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shaltaniuk-anatol","Person","Anatol SHALTANIUK","","1962-08-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shatlikava-tamara","Person","Tamara SHATLIKAVA","","1961-05-10","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shatsila-siarhei","Person","Siarhei SHATSILA","","1989-08-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shauchuk-mikalai","Person","Mikalai SHAUCHUK","","1959-08-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shchastny-anatol","Person","Anatol SHCHASTNY","","1961-03-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shkrob-maryna","Person","Maryna SHKROB","","1967-08-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shotsik-tatsiana","Person","Tatsiana SHOTSIK","","1992-01-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shpakouski-aliaksandr","Person","Aliaksandr SHPAKOUSKI","","1984-11-18","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shuba-palina","Person","Palina SHUBA","","1988-03-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shumanski-siarhei","Person","Siarhei SHUMANSKI","","1987-06-18","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shut-yuliya","Person","Yuliya SHUT","","1988-06-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shutava-sviatlana","Person","Sviatlana SHUTAVA","","1967-06-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shymanovich-aliaksandr","Person","Aliaksandr SHYMANOVICH","","1958-04-10","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shynkevich-mikalai","Person","Mikalai SHYNKEVICH","","1980-12-03","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shypula-aliaksandr","Person","Aliaksandr SHYPULA","","1972-08-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shyrokaya-vera","Person","Vera SHYROKAYA","","1985-04-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shyshkin-andrei","Person","Andrei SHYSHKIN","","1972-05-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-shyshko-aliaksandr","Person","Aliaksandr SHYSHKO","","1959-09-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
